Assessment Name,Coverage Year,Grade,Wr Wrk Inst,Reported Work Portion ID,Reported Standard Number,Reported Title,Reported Media Type,Reported Article or Chapter Title,Reported Author,Reported Publisher,Reported Publication Date,Reported Page Range,Reported Vol/Number/Series,Comment,Line,Error Reason
,2019-2020,L,122980288,a918,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,959,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a919,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,960,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a920,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,961,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a921,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,962,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a922,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,963,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a923,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,964,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a924,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,965,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a925,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,966,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a926,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,967,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a927,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,968,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a928,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,969,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a929,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,970,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a930,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,971,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a931,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,972,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a932,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,973,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a933,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,974,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a934,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,975,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a935,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,976,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a936,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,977,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a937,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,978,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a938,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,979,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a939,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,980,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a940,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,981,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a941,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,982,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a942,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,983,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a943,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,984,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a944,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,985,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a945,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,986,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a946,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,987,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a947,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,988,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a948,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,989,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a949,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,990,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a950,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,991,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a951,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,992,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a952,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,993,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a953,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,994,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a954,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,995,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a955,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,996,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a956,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,997,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a957,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,998,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a958,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,999,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a959,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1000,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a960,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1001,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a961,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1002,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a962,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1003,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a963,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1004,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a964,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1005,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a965,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1006,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a966,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1007,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a967,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1008,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a968,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1009,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a969,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1010,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a970,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1011,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a971,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1012,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a972,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1013,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a973,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1014,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a974,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1015,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
,2019-2020,L,122980288,a975,978-0-87664-361-7,ReportedTitle1,Image,,Reported Author1,Reported Publisher1,7/7/2019,,,Invalid Grade,1016,"Assessment Name: Field is required and cannot be null or empty; Grade: Field value should be in range K-12 including K,12"
