Detail ID,Title,Article,Standard Number,Wr Wrk Inst,RH Acct Number,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Line,Error Reason
10004795,Memoirs of Carlo Goldoni,,12345XX-92023,123456789,1000011633,,2/16/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3734,Market Period From: Field is required and cannot be null or empty
10004796,Memoirs of Carlo Goldoni,,12345XX-92025,123456789,1000003768,,2/17/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3735,Market Period From: Field is required and cannot be null or empty
10004797,Memoirs of Lorenzo Da Ponte,,12345XX-92027,123456789,1000022815,,2/18/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3736,Market Period From: Field is required and cannot be null or empty
10004798,Memoirs of Lorenzo Da Ponte,,12345XX-92029,123456789,1000005878,,2/19/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3737,Market Period From: Field is required and cannot be null or empty
10004799,Mental health1088.89 race1088.89 and culture,Peeling Labels,12345XX-92288,123456789,1000001654,,2/20/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3738,Market Period From: Field is required and cannot be null or empty
10004800,Mental health1088.89 race1088.89 and culture,Peeling Labels,12345XX-92290,123456789,1000030123,,2/21/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3739,Market Period From: Field is required and cannot be null or empty
10004801,Mere Christianity: a revised and enlarged edition1088.89 with a new introduction of the three books The case for christianity1088.89 Christian behavior1088.89 and Beyond personality,The Law of Human Nature,12345XX-92383,123456789,1000011179,,2/22/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3740,Market Period From: Field is required and cannot be null or empty
10004802,Mere Christianity: a revised and enlarged edition1088.89 with a new introduction of the three books The case for christianity1088.89 Christian behavior1088.89 and Beyond personality,The Law of Human Nature,12345XX-92391,123456789,1000005519,,2/23/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3741,Market Period From: Field is required and cannot be null or empty
10004803,MIT Sloan management review (1998- ),Uncovering the Hidden Value in High-Risk Investments,12345XX-93690,123456789,1000000466,,2/24/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3742,Market Period From: Field is required and cannot be null or empty
10004804,MIT Sloan management review (1998- ),Uncovering the Hidden Value in High-Risk Investments,12345XX-93845,123456789,1000003969,,2/25/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3743,Market Period From: Field is required and cannot be null or empty
10004805,Modern Italy : a political history,Fascist Doctrine,12345XX-94218,123456789,1000026197,,2/26/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3744,Market Period From: Field is required and cannot be null or empty
10004806,Modern Italy : a political history,Fascist Doctrine,12345XX-94228,123456789,1000009824,,2/27/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3745,Market Period From: Field is required and cannot be null or empty
10004807,Molecular biology of the cell1088.89 5th edition,Excerpts from Molecular Biology of the Cell,12345XX-94607,123456789,1000000905,,2/28/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3746,Market Period From: Field is required and cannot be null or empty
10004808,Molecular biology of the cell1088.89 5th edition,Excerpts from Molecular Biology of the Cell,12345XX-94609,123456789,1000010421,,3/1/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3747,Market Period From: Field is required and cannot be null or empty
10004809,Molecular biology of the cell1088.89 5th edition,Excerpts from Molecular Biology of the Cell,12345XX-94610,123456789,1000014680,,3/2/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3748,Market Period From: Field is required and cannot be null or empty
10004810,Molecular biology of the cell1088.89 5th edition,Excerpts from Molecular Biology of the Cell,12345XX-94619,123456789,1000021538,,3/3/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3749,Market Period From: Field is required and cannot be null or empty
10004811,Molecular biology of the cell1088.89 5th edition,Excerpts from Molecular Biology of the Cell,12345XX-94621,123456789,1000025456,,3/4/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3750,Market Period From: Field is required and cannot be null or empty
10004812,Molecular biology of the cell1088.89 5th edition,Excerpts from Molecular Biology of the Cell,12345XX-94622,123456789,1000001379,,3/5/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3751,Market Period From: Field is required and cannot be null or empty
10004813,Mortal questions,The Absurd,12345XX-95327,123456789,1000028590,,3/6/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3752,Market Period From: Field is required and cannot be null or empty
10004814,Mortal questions,The Absurd,12345XX-95336,123456789,1000022560,,3/7/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3753,Market Period From: Field is required and cannot be null or empty
10004815,Mortal questions,The Absurd,12345XX-95338,123456789,1000015843,,3/8/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3754,Market Period From: Field is required and cannot be null or empty
10004816,Mortal questions,The Absurd,12345XX-95340,123456789,1000005488,,3/9/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3755,Market Period From: Field is required and cannot be null or empty
10004817,Mortal questions,The Absurd,12345XX-95346,123456789,1000003520,,3/10/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3756,Market Period From: Field is required and cannot be null or empty
10004818,Mortal questions,The Absurd,12345XX-95355,123456789,1000008669,,3/11/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3757,Market Period From: Field is required and cannot be null or empty
10004819,Mortal questions,The Absurd,12345XX-95364,123456789,1000009064,,3/12/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3758,Market Period From: Field is required and cannot be null or empty
10004820,Mortal questions,The Absurd,12345XX-95366,123456789,1000011691,,3/13/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3759,Market Period From: Field is required and cannot be null or empty
10004821,Mortal questions,The Absurd,12345XX-95368,123456789,1000011685,,3/14/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3760,Market Period From: Field is required and cannot be null or empty
10004822,Mortal questions,The Absurd,12345XX-95374,123456789,1000028039,,3/15/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3761,Market Period From: Field is required and cannot be null or empty
10004823,New Latin American cinema,Meditations on imperfect cinema?,12345XX-100559,123456789,1000031985,,3/16/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3762,Market Period From: Field is required and cannot be null or empty
10004824,New Latin American cinema,Meditations on imperfect cinema?,12345XX-100567,123456789,1000026521,,3/17/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3763,Market Period From: Field is required and cannot be null or empty
10004825,Outlaw culture : resisting representations,Love as the Practice of Freedom,12345XX-109058,123456789,1000004980,,3/18/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3764,Market Period From: Field is required and cannot be null or empty
10004826,Outlaw culture : resisting representations,Love as the Practice of Freedom,12345XX-109059,123456789,1000012372,,3/19/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3765,Market Period From: Field is required and cannot be null or empty
10004827,Outlaw culture : resisting representations,Love as the Practice of Freedom,12345XX-109060,123456789,1000006414,,3/20/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3766,Market Period From: Field is required and cannot be null or empty
10004828,Outlaw culture : resisting representations,Love as the Practice of Freedom,12345XX-109075,123456789,1000002936,,3/21/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3767,Market Period From: Field is required and cannot be null or empty
10004829,Outlaw culture : resisting representations,Love as the Practice of Freedom,12345XX-109076,123456789,1000015358,,3/22/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3768,Market Period From: Field is required and cannot be null or empty
10004830,Outlaw culture : resisting representations,Love as the Practice of Freedom,12345XX-109077,123456789,1000003079,,3/23/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3769,Market Period From: Field is required and cannot be null or empty
10004831,Paradigm wars : indigenous peoples' resistance to globalization,Community: Sharing One Skin,12345XX-109435,123456789,1000004846,,3/24/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3770,Market Period From: Field is required and cannot be null or empty
10004832,Paradigm wars : indigenous peoples' resistance to globalization,Introduction,12345XX-109436,123456789,1000000347,,3/25/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3771,Market Period From: Field is required and cannot be null or empty
10004833,Paradigm wars : indigenous peoples' resistance to globalization,Community: Sharing One Skin,12345XX-109443,123456789,1000000444,,3/26/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3772,Market Period From: Field is required and cannot be null or empty
10004834,Paradigm wars : indigenous peoples' resistance to globalization,Introduction,12345XX-109444,123456789,1000022455,,3/27/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3773,Market Period From: Field is required and cannot be null or empty
10004835,Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112903,123456789,1000027385,,3/28/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3774,Market Period From: Field is required and cannot be null or empty
10004836,Physical & occupational therapy in pediatrics (1980- ),Are You Knowledgeable About Translations? Vol 33 No.4,12345XX-112909,123456789,1000031822,,3/29/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3775,Market Period From: Field is required and cannot be null or empty
10004837,Primitive mentor,Excerpts from Primitive Mentor,12345XX-116745,123456789,1000017023,,3/30/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3776,Market Period From: Field is required and cannot be null or empty
10004838,Primitive mentor,Excerpts from Primitive Mentor,12345XX-116748,123456789,1000025347,,3/31/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3777,Market Period From: Field is required and cannot be null or empty
10004839,Proceedings of the National Academy of Sciences of the United States of America (1915- ),Excerpts from Proceedings of the National Academy of Sciences,12345XX-117351,123456789,1000019561,,4/1/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3778,Market Period From: Field is required and cannot be null or empty
10004840,Proceedings of the National Academy of Sciences of the United States of America (1915- ),Excerpts from Proceedings of the National Academy of Sciences,12345XX-117390,123456789,1000026848,,4/2/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3779,Market Period From: Field is required and cannot be null or empty
10004841,Project planning and analysis for development,Project Planning and Appraisal for Development,12345XX-117869,123456789,1000021319,,4/3/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3780,Market Period From: Field is required and cannot be null or empty
10004842,Project planning and analysis for development,Project Planning and Appraisal for Development,12345XX-117871,123456789,1000006728,,4/4/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,Aarseth1088.89 Espen J.,3781,Market Period From: Field is required and cannot be null or empty
10004843,Psychiatric rehabilitation journal (1995- ),Bottom-up or Top-down evaluation: Is One Better Than The Other? Vol 58,12345XX-118313,123456789,1000014773,,4/5/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3782,Market Period From: Field is required and cannot be null or empty
10004844,Psychiatric rehabilitation journal (1995- ),Bottom-up or Top-down evaluation: Is One Better Than The Other? Vol 58,12345XX-118318,123456789,1000002805,,4/6/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3783,Market Period From: Field is required and cannot be null or empty
10004845,Psychiatric rehabilitation journal (1995- ),Bottom-up or Top-down evaluation: Is One Better Than The Other? Vol 58,12345XX-118320,123456789,1000026863,,4/7/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3784,Market Period From: Field is required and cannot be null or empty
10004846,Psychiatric rehabilitation journal (1995- ),Bottom-up or Top-down evaluation: Is One Better Than The Other? Vol 58,12345XX-118341,123456789,1000015963,,4/8/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3785,Market Period From: Field is required and cannot be null or empty
10004847,Psychiatric rehabilitation journal (1995- ),Bottom-up or Top-down evaluation: Is One Better Than The Other? Vol 58,12345XX-118346,123456789,1000017999,,4/9/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3786,Market Period From: Field is required and cannot be null or empty
10004848,Psychiatric rehabilitation journal (1995- ),Bottom-up or Top-down evaluation: Is One Better Than The Other? Vol 58,12345XX-118348,123456789,1000003329,,4/10/2026,,23.25,Bus1088.89 Sch1088.89 Univ,,2015,,3787,Market Period From: Field is required and cannot be null or empty
