Title,Article,Standard Number,Wr Wrk Inst,RH Account #,Publisher,Pub Date,Number of Copies,Reported Value,Market,Market Period From,Market Period To,Author,Comment,Line,Error Reason
Instant academic skills  : a resource book of advanced-level academic skills activities,Unit 1B1088.89 'long life' gene region found1088.89 Worksheet 2,12345XX-70882,123456789,1000001440,,10/11/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1722,Market: Field is required and cannot be null or empty
Introduction to The philosophy of history : with selections from The philosophy of right,History in Its Development,12345XX-73846,123456789,1000001446,,10/12/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1723,Market: Field is required and cannot be null or empty
Introduction to The philosophy of history : with selections from The philosophy of right,History in Its Development,12345XX-73848,123456789,1000020145,,10/13/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1724,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,Excerpt from Jewish Questions - Sephardic Life 1492-1750,12345XX-75610,123456789,1000032749,,10/14/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1725,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,A Converso and His Flemish Concubine,12345XX-75615,123456789,1000032940,,10/15/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1726,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,Excerpt from Jewish Questions - Sephardic Life 1492-1750,12345XX-75618,123456789,1000008773,,10/16/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1727,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,A Converso and His Flemish Concubine,12345XX-75623,123456789,1000001226,,10/17/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1728,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,Excerpt from Jewish Questions - Sephardic Life 1492-1750,12345XX-75635,123456789,1000024201,,10/18/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1729,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,A Converso and His Flemish Concubine,12345XX-75640,123456789,1000017763,,10/19/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1730,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,Excerpt from Jewish Questions - Sephardic Life 1492-1750,12345XX-75643,123456789,1000015980,,10/20/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1731,Market: Field is required and cannot be null or empty
Jewish questions : responsa on Sephardic life in the early modern period,A Converso and His Flemish Concubine,12345XX-75648,123456789,1000015683,,10/21/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1732,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82622,123456789,1000033870,,10/22/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1733,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82624,123456789,1000003090,,10/23/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1734,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82626,123456789,1000010835,,10/24/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1735,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82628,123456789,1000017701,,10/25/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1736,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82630,123456789,1000025382,,10/26/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1737,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82632,123456789,1000013154,,10/27/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1738,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82636,123456789,1000009994,,10/28/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1739,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82638,123456789,1000024045,,10/29/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1740,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82640,123456789,1000016574,,10/30/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1741,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82642,123456789,1000019821,,10/31/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1742,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82644,123456789,1000001801,,11/1/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1743,Market: Field is required and cannot be null or empty
Judaism1088.89 Postbiblical and Talmudic period,Proselytism,12345XX-82646,123456789,1000025267,,11/2/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1744,Market: Field is required and cannot be null or empty
Law's stories : narrative and rhetoric in the law,The Side-Bar Conference,12345XX-84806,123456789,1000015808,,11/3/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1745,Market: Field is required and cannot be null or empty
Law's stories : narrative and rhetoric in the law,The Side-Bar Conference,12345XX-84810,123456789,1000014723,,11/4/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1746,Market: Field is required and cannot be null or empty
Lyrics of the troubadours and trouv?res : an anthology and a history,Guillaume IX,12345XX-87982,123456789,1000026826,,11/5/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1747,Market: Field is required and cannot be null or empty
Lyrics of the troubadours and trouv?res : an anthology and a history,Guillaume IX,12345XX-87983,123456789,1000007251,,11/6/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1748,Market: Field is required and cannot be null or empty
Lyrics of the troubadours and trouv?res : an anthology and a history,Guillaume IX,12345XX-87984,123456789,1000009542,,11/7/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1749,Market: Field is required and cannot be null or empty
Lyrics of the troubadours and trouv?res : an anthology and a history,Guillaume IX,12345XX-87991,123456789,1000000855,,11/8/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1750,Market: Field is required and cannot be null or empty
Lyrics of the troubadours and trouv?res : an anthology and a history,Guillaume IX,12345XX-87992,123456789,1000022521,,11/9/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1751,Market: Field is required and cannot be null or empty
Lyrics of the troubadours and trouv?res : an anthology and a history,Guillaume IX,12345XX-87993,123456789,1000001802,,11/10/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1752,Market: Field is required and cannot be null or empty
Mathematics teaching in the middle school (1994- ),Counting Dots and Measuring Area: Rich Problems from Japan,12345XX-90464,123456789,1000015705,,11/11/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1753,Market: Field is required and cannot be null or empty
Mathematics teaching in the middle school (1994- ),Counting Dots and Measuring Area: Rich Problems from Japan,12345XX-90522,123456789,1000015639,,11/12/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1754,Market: Field is required and cannot be null or empty
Mental health1088.89 race1088.89 and culture,Peeling Labels,12345XX-92289,123456789,1000012992,,11/13/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1755,Market: Field is required and cannot be null or empty
Mental health1088.89 race1088.89 and culture,Peeling Labels,12345XX-92291,123456789,1000023808,,11/14/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1756,Market: Field is required and cannot be null or empty
Molecular cell biology,Excerpts from Molecular Cell Biology,12345XX-94636,123456789,1000034643,,11/17/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1759,Market: Field is required and cannot be null or empty
Molecular cell biology,Excerpts from Molecular Cell Biology,12345XX-94641,123456789,1000001222,,11/18/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1760,Market: Field is required and cannot be null or empty
More unequal : aspects of class in the United States,Aspects of Class in the United States: A Prologue,12345XX-95265,123456789,1000007538,,11/19/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1761,Market: Field is required and cannot be null or empty
More unequal : aspects of class in the United States,Aspects of Class in the United States: A Prologue,12345XX-95268,123456789,1000027352,,11/20/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1762,Market: Field is required and cannot be null or empty
More unequal : aspects of class in the United States,Aspects of Class in the United States: A Prologue,12345XX-95279,123456789,1000019345,,11/21/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1763,Market: Field is required and cannot be null or empty
More unequal : aspects of class in the United States,Aspects of Class in the United States: A Prologue,12345XX-95282,123456789,1000008716,,11/22/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1764,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95326,123456789,1000009142,,11/23/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1765,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95335,123456789,1000000592,,11/24/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1766,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95337,123456789,1000018242,,11/25/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1767,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95339,123456789,1000008792,,11/26/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1768,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95345,123456789,1000019492,,11/27/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1769,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95354,123456789,1000018925,,11/28/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1770,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95363,123456789,1000002231,,11/29/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1771,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95365,123456789,1000011512,,11/30/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1772,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95367,123456789,1000011490,,12/1/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1773,Market: Field is required and cannot be null or empty
Mortal questions,Death,12345XX-95373,123456789,1000009584,,12/2/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1774,Market: Field is required and cannot be null or empty
Plants in wetlands,Bogs,12345XX-113724,123456789,1000027163,,12/3/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1775,Market: Field is required and cannot be null or empty
Plants in wetlands,Fresh Marsh,12345XX-113725,123456789,1000013095,,12/4/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1776,Market: Field is required and cannot be null or empty
Plants in wetlands,Shrub Swamp,12345XX-113726,123456789,1000010028,,12/5/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1777,Market: Field is required and cannot be null or empty
Plants in wetlands,Wet Meadow,12345XX-113728,123456789,1000000129,,12/6/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1778,Market: Field is required and cannot be null or empty
Plants in wetlands,Bogs,12345XX-113739,123456789,1000005037,,12/7/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1779,Market: Field is required and cannot be null or empty
Plants in wetlands,Fresh Marsh,12345XX-113740,123456789,1000032218,,12/8/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1780,Market: Field is required and cannot be null or empty
Plants in wetlands,Shrub Swamp,12345XX-113741,123456789,1000020800,,12/9/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1781,Market: Field is required and cannot be null or empty
Plants in wetlands,Wet Meadow,12345XX-113743,123456789,1000034485,,12/10/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1782,Market: Field is required and cannot be null or empty
Poems from Guant?anamo : the detainees speak,Homeward Bound,12345XX-114124,123456789,1000027776,,12/11/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1783,Market: Field is required and cannot be null or empty
Poems from Guant?anamo : the detainees speak,Homeward Bound,12345XX-114125,123456789,1000000217,,12/12/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1784,Market: Field is required and cannot be null or empty
Pronunciation games,Activity B4: Sound Pictures1088.89 Pair 1,12345XX-117949,123456789,1000019699,,12/13/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1785,Market: Field is required and cannot be null or empty
Pronunciation games,Activity B4: Sound Pictures1088.89 Pair 1,12345XX-117960,123456789,1000020846,,12/14/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1786,Market: Field is required and cannot be null or empty
Public management,Revenge of the Right Brain,12345XX-119445,123456789,1000021887,,12/15/2020,,23.25,,2015,2015,,,1787,Market: Field is required and cannot be null or empty
Public management,Revenge of the Right Brain,12345XX-119455,123456789,1000007134,,12/16/2020,,23.25,,2015,2015,,,1788,Market: Field is required and cannot be null or empty
Reader's choice,Classified Ads from The Daily1088.89 University of Washington,12345XX-122016,123456789,1000013488,,12/17/2020,,23.25,,2015,2015,Aarseth1088.89 Espen J.,,1789,Market: Field is required and cannot be null or empty
